Headline,DateTime,AlignedDateTime
HDFC says effective date of July 1 for merger with HDFC Bank is ' tentative',04-07-2023 00:37,05-07-2023 06:01
How will the merger affect the share prices of HDFC Bank and HDFC Ltd?,,05-07-2023 06:01
"HDFC, HDFC Bank shares climb",03-07-2023 23:04,05-07-2023 05:48
HDFC Bank’s merger with parent creates a ‘lucrative’ arbitrage trade in India,,05-07-2023 05:48
"Sensex Snaps 3-Day Losing Run, HDFC Twins Shine",03-07-2023 22:32,05-07-2023 04:11
HDFC Chairman Deepak Parekh to retire post HDFC-HDFC Bank merger,,05-07-2023 04:11
HDFC-HDFC Bank merger: LTIMindtree eyes Nifty entry as HDFC shares stop trading from July 13,03-07-2023 22:20,05-07-2023 03:43
HDFC Bank’s $173 billion merger with its parent creates a ‘lucrative’ arbitrage trade in India,02-02-2024 00:00,05-07-2023 03:43
Sensex surges 446 pts on gains in HDFC group cos; investors get richer by Rs 1.46 lakh crore,,04-07-2023 22:03
"HDFC, HDFC Bank merger effective from July 1: Parekh",03-07-2023 22:32,04-07-2023 22:03
"HDFC, HDFC Bank, HDFC AMC, HDFC Life jump up to 7% after merger update",,04-07-2023 21:39
Merger Of HDFC And HDFC Bank Effective From July 1: Chairman Deepak Parekh,03-07-2023 22:20,04-07-2023 21:39
"HDFC Bank, Axis Bank among 5 stocks which engineer surge in BSE Bankex",,04-07-2023 13:44
HDFC Bank stock to see inflow of $29 million on NSE rebalancing: Nuvama,03-07-2023 22:01,04-07-2023 13:44
"India's HDFC, HDFC Bank Merger To Be Effective July 1 - Reports",,04-07-2023 08:50
Merger of HDFC with HDFC Bank effective from July 1: Deepak Parekh,03-07-2023 20:55,04-07-2023 08:50
Merger of HDFC with HDFC Bank effective from July 1; boards to meet on June 30,,04-07-2023 08:04
HDFC-HDFC Bank Merger Effective From July 1; HDFC Stock Delisting From July 13,03-07-2023 19:28,04-07-2023 08:04
"Suzlon Energy, Nykaa among 7 stocks with rising delivery percentage and strong volumes",,04-07-2023 00:37
"HDFC, HDFC Bank merger effective July 1; HDFC shares delisting on July 13",03-07-2023 17:15,04-07-2023 00:37
HDFC buys 0.7% stake in HDFC Life Insurance for Rs 993 cr ahead of merger with HDFC Bank,,03-07-2023 23:04
HDFC-HDFC Bank merger decoded: All the details you need to know,03-07-2023 16:15,03-07-2023 23:04
RBI eases restrictions on HDFC Credila’s customer onboarding,,03-07-2023 22:32
HDFC buys additional 0.7% stake in HDFC Life through open market transactions,03-07-2023 10:38,03-07-2023 22:32
HDFC and HDFC Bank to merge effective July 1: Deepak Parekh,,03-07-2023 22:20
HDFC says effective date of July 1 for merger with HDFC Bank is ' tentative',03-07-2023 09:16,02-02-2024 00:00
How will the merger affect the share prices of HDFC Bank and HDFC Ltd?,,02-02-2024 00:00
"HDFC, HDFC Bank shares climb",03-07-2023 04:26,03-07-2023 22:32
HDFC Bank’s merger with parent creates a ‘lucrative’ arbitrage trade in India,,03-07-2023 22:32
"Sensex Snaps 3-Day Losing Run, HDFC Twins Shine",03-07-2023 04:05,03-07-2023 22:20
HDFC Chairman Deepak Parekh to retire post HDFC-HDFC Bank merger,,03-07-2023 22:20
HDFC-HDFC Bank merger: LTIMindtree eyes Nifty entry as HDFC shares stop trading from July 13,02-07-2023 21:51,03-07-2023 22:01
HDFC Bank’s $173 billion merger with its parent creates a ‘lucrative’ arbitrage trade in India,,03-07-2023 22:01
Sensex surges 446 pts on gains in HDFC group cos; investors get richer by Rs 1.46 lakh crore,02-07-2023 20:40,03-07-2023 20:55
"HDFC, HDFC Bank merger effective from July 1: Parekh",,03-07-2023 20:55
"HDFC, HDFC Bank, HDFC AMC, HDFC Life jump up to 7% after merger update",02-07-2023 19:45,03-07-2023 19:28
Merger Of HDFC And HDFC Bank Effective From July 1: Chairman Deepak Parekh,,03-07-2023 19:28
"HDFC Bank, Axis Bank among 5 stocks which engineer surge in BSE Bankex",02-07-2023 18:12,03-07-2023 17:15
HDFC Bank stock to see inflow of $29 million on NSE rebalancing: Nuvama,,03-07-2023 17:15
"India's HDFC, HDFC Bank Merger To Be Effective July 1 - Reports",02-07-2023 12:48,03-07-2023 16:15
Merger of HDFC with HDFC Bank effective from July 1: Deepak Parekh,,03-07-2023 16:15
Merger of HDFC with HDFC Bank effective from July 1; boards to meet on June 30,02-07-2023 12:26,03-07-2023 10:38
HDFC-HDFC Bank Merger Effective From July 1; HDFC Stock Delisting From July 13,,03-07-2023 10:38
"Suzlon Energy, Nykaa among 7 stocks with rising delivery percentage and strong volumes",02-07-2023 09:15,03-07-2023 09:16
"HDFC, HDFC Bank merger effective July 1; HDFC shares delisting on July 13",,03-07-2023 09:16
HDFC shares to start trading under HDFC Bank ticker from July 13,02-07-2023 04:06,03-07-2023 04:26
"HDFC-HDFC Bank merger to be effective July 1, HDFC to be delisted July 13: Deepak Parekh",,03-07-2023 04:26
"HDFC-HDFC Bank merger to be effective July 1, Deepak Parekh says",02-07-2023 02:02,03-07-2023 04:05
"HDFC Bank, Infosys among 5 stocks contributing most to Sensex's surge on Tuesday",,03-07-2023 04:05
"Nifty indices quarterly recapping: Adani stocks, RIL, HDFC Bank among gainers & losers",02-07-2023 01:24,02-07-2023 21:51
HDFC Bank Live Updates: HDFC Bank Closes at 1635.55 with 6-Month Beta of 0.8861,,02-07-2023 21:51
ICICI Securities maintains HDFC Bank at 'buy' with a price target of INR2000.00,01-07-2023 22:40,02-07-2023 20:40
UBS maintains HDFC Bank at 'buy' with a price target of INR1900.00,,02-07-2023 20:40
HDFC Bank-HDFC mega merger in last stage: Here’s how trade the two Nifty stocks,01-07-2023 13:07,02-07-2023 19:45
"HDFC Bank Live Updates: Outlook on metal stocks remain bearish, FMCG ripe for pullback: Anand James",,02-07-2023 19:45
Big Boys Club: Reliance’s M-Cap Erodes Most While HDFC Bank’s Kitty Soars,01-07-2023 13:01,02-07-2023 18:12
Mcap of 6 of top-10 most valued domestic firms erodes by Rs 1 lakh cr; Reliance takes biggest hit,,02-07-2023 18:12
3 smallcap stock ideas from Kunal Shah for next week,01-07-2023 12:18,02-07-2023 12:48
Apple explores fintech tie-ups with HDFC Bank,,02-07-2023 12:48
Insurance regulator approves transfer of HDFC Life shares to HDFC Bank,01-07-2023 11:25,02-07-2023 12:26
Regulator IRDAI approves transfer of HDFC Life shares to HDFC Bank,,02-07-2023 12:26
Apple planning to launch credit card in India in partnership with HDFC Bank: Report,01-07-2023 10:34,02-07-2023 09:15
"Apple looks to launch its credit card in India, taps HDFC Bank for partnership",02-02-2024 00:00,02-07-2023 09:15
HDFC Bank Live Updates: HDFC Bank Records Strong 1-Week Return of 2.55% on the Back of Robust Financials and Strategic Moves,,02-07-2023 04:06
D-Street lapping up HDFC twins with merger entering final leg,01-07-2023 11:25,02-07-2023 04:06
HDFC to hold auction of two hotels after Prudent ARC makes binding offer,,02-07-2023 02:02
How HDFC merger can create trouble for large-caps,01-07-2023 10:34,02-07-2023 02:02
"ITC, Axis Bank, Bharti Airtel, HDFC Bank shares: Only 10 Sensex stocks hit record highs in 2023 so far",,02-07-2023 01:24
HDFC Bank Live Updates: HDFC Bank Closes Strong with 1.03 Relative Return Against Nifty50 in the Past Year,01-07-2023 09:39,02-07-2023 01:24
Nomura/Instinet maintains HDFC Bank at 'buy' with a price target of INR1895.00,,01-07-2023 22:40
HDFC shares to start trading under HDFC Bank ticker from July 13,01-07-2023 08:56,01-07-2023 22:40
"HDFC-HDFC Bank merger to be effective July 1, HDFC to be delisted July 13: Deepak Parekh",,01-07-2023 13:07
"HDFC-HDFC Bank merger to be effective July 1, Deepak Parekh says",01-07-2023 08:52,01-07-2023 13:07
"HDFC Bank, Infosys among 5 stocks contributing most to Sensex's surge on Tuesday",,01-07-2023 13:01
"Nifty indices quarterly recapping: Adani stocks, RIL, HDFC Bank among gainers & losers",01-07-2023 08:08,01-07-2023 13:01
HDFC Bank Live Updates: HDFC Bank Closes at 1635.55 with 6-Month Beta of 0.8861,,01-07-2023 12:18
ICICI Securities maintains HDFC Bank at 'buy' with a price target of INR2000.00,01-07-2023 05:13,01-07-2023 12:18
UBS maintains HDFC Bank at 'buy' with a price target of INR1900.00,,01-07-2023 11:25
HDFC Bank-HDFC mega merger in last stage: Here’s how trade the two Nifty stocks,01-07-2023 04:56,01-07-2023 11:25
"HDFC Bank Live Updates: Outlook on metal stocks remain bearish, FMCG ripe for pullback: Anand James",,01-07-2023 10:34
Big Boys Club: Reliance’s M-Cap Erodes Most While HDFC Bank’s Kitty Soars,01-07-2023 04:00,02-02-2024 00:00
Mcap of 6 of top-10 most valued domestic firms erodes by Rs 1 lakh cr; Reliance takes biggest hit,,02-02-2024 00:00
3 smallcap stock ideas from Kunal Shah for next week,01-07-2023 03:44,01-07-2023 11:25
Apple explores fintech tie-ups with HDFC Bank,,01-07-2023 11:25
Insurance regulator approves transfer of HDFC Life shares to HDFC Bank,01-07-2023 01:26,01-07-2023 10:34
Regulator IRDAI approves transfer of HDFC Life shares to HDFC Bank,,01-07-2023 10:34
Apple planning to launch credit card in India in partnership with HDFC Bank: Report,01-07-2023 01:25,01-07-2023 09:39
"Apple looks to launch its credit card in India, taps HDFC Bank for partnership",,01-07-2023 09:39
HDFC Bank Live Updates: HDFC Bank Records Strong 1-Week Return of 2.55% on the Back of Robust Financials and Strategic Moves,01-07-2023 00:18,01-07-2023 08:56
D-Street lapping up HDFC twins with merger entering final leg,,01-07-2023 08:56
HDFC to hold auction of two hotels after Prudent ARC makes binding offer,30-06-2023 23:19,01-07-2023 08:52
How HDFC merger can create trouble for large-caps,,01-07-2023 08:52
"ITC, Axis Bank, Bharti Airtel, HDFC Bank shares: Only 10 Sensex stocks hit record highs in 2023 so far",30-06-2023 21:25,01-07-2023 08:08
HDFC Bank Live Updates: HDFC Bank Closes Strong with 1.03 Relative Return Against Nifty50 in the Past Year,,01-07-2023 08:08
Nomura/Instinet maintains HDFC Bank at 'buy' with a price target of INR1895.00,30-06-2023 18:15,01-07-2023 05:13
"Gainers and Losers: HDFC Bank, Piramal Ent among top 5 stocks in focus on Wednesday",,01-07-2023 05:13
"Adani Enterprises, HDFC Bank, Shriram Finance shares log high turnover; ZEEL, Vodafone Idea see surge in volumes",30-06-2023 13:05,01-07-2023 04:56
"Sensex Hits New Life High, Nifty Nears Record Peak Ahead of Powell’s Testimony",,01-07-2023 04:56
Goldman Sachs initiates coverage of HDFC Bank at 'buy' with a price target of INR2050.00,30-06-2023 12:58,01-07-2023 04:00
Reliance Industries is India's most valuable company,,01-07-2023 04:00
"Timken India, HDFC AMC, ICICI Bank, HDFC Bank, Adani Enterprises and Tata Motors see high turnover",30-06-2023 12:05,01-07-2023 03:44
Why does it make sense to go for HDFC Bank and Bank of Baroda? Anand Tandon answers,,01-07-2023 03:44
Nifty vs Nifty Bank: 3 reasons why a screaming buy trade isn't working,30-06-2023 11:51,01-07-2023 01:26
HDFC Bank Live Updates: HDFC Bank Stock Details,,01-07-2023 01:26
BofA Securities maintains HDFC Bank at 'buy' with a price target of INR2000.00,30-06-2023 11:50,01-07-2023 01:25
"Stocks in focus: Grasim, HDFC Bank and more",,01-07-2023 01:25
"Positive Breakout: HDFC Bank, Patanjali Foods among 9 stocks that closed above their 200 DMAs",30-06-2023 10:12,01-07-2023 00:18
"Stocks to Watch: HDFC Bank, Patanjali Foods, Tata Steel, Axis Bank, Natco Pharma, and Others",,01-07-2023 00:18
"Stocks in news: Kalyan Jewellers, Tata Steel, PNB Housing Finance, HDFC Bank, ZEE",30-06-2023 06:33,30-06-2023 23:19
Insurance buyers are looking at long-term guarantee over tax: Vibha Padalkar,,30-06-2023 23:19
HDFC seeks RBI permission to classify some bonds under the infra category,30-06-2023 06:31,30-06-2023 21:25
"Reliance’s M-Cap Soars Most, TCS’ Wealth Takes Biggest Hit, Banking Pack Follows",,30-06-2023 21:25
Mcap of 6 of top-10 most valued firms climbs over Rs 1.13 lakh cr; Reliance biggest winner,30-06-2023 06:06,30-06-2023 18:15
HDFC Bank-HDFC Merger: RBI issues clarification on HDFC Bank's commercial liabilities,,30-06-2023 18:15
"Latest bank locker charges of HDFC Bank, ICICI Bank, SBI, Yes Bank, Canara Bank",30-06-2023 03:55,30-06-2023 13:05
"MFs may have to offload ₹4,500 cr of HDFC Bank shares post merger",,30-06-2023 13:05
"Passive breach in HDFC-HDFC Bank: MFs to offload Rs 5,000 crore shares",30-06-2023 01:53,30-06-2023 12:58
Bernstein maintains HDFC Bank at 'outperform' with a price target of INR2300.00,02-02-2024 00:00,30-06-2023 12:58
"Sebi may not waive holdings rule for MFs post HDFC Bank, HDFC merger",,30-06-2023 12:05
Mutual funds may not get holdings waiver post HDFC Bank-HDFC merger: Report,30-06-2023 03:55,30-06-2023 12:05
"Gainers and Losers: HDFC Bank, Piramal Ent among top 5 stocks in focus on Wednesday",,30-06-2023 11:51
"Adani Enterprises, HDFC Bank, Shriram Finance shares log high turnover; ZEEL, Vodafone Idea see surge in volumes",30-06-2023 01:53,30-06-2023 11:51
"Sensex Hits New Life High, Nifty Nears Record Peak Ahead of Powell’s Testimony",,30-06-2023 11:50
Goldman Sachs initiates coverage of HDFC Bank at 'buy' with a price target of INR2050.00,30-06-2023 01:01,30-06-2023 11:50
Reliance Industries is India's most valuable company,,30-06-2023 10:12
"Timken India, HDFC AMC, ICICI Bank, HDFC Bank, Adani Enterprises and Tata Motors see high turnover",29-06-2023 23:46,30-06-2023 10:12
Why does it make sense to go for HDFC Bank and Bank of Baroda? Anand Tandon answers,,30-06-2023 06:33
Nifty vs Nifty Bank: 3 reasons why a screaming buy trade isn't working,29-06-2023 23:37,30-06-2023 06:33
HDFC Bank Live Updates: HDFC Bank Stock Details,,30-06-2023 06:31
BofA Securities maintains HDFC Bank at 'buy' with a price target of INR2000.00,29-06-2023 22:45,30-06-2023 06:31
"Stocks in focus: Grasim, HDFC Bank and more",,30-06-2023 06:06
"Positive Breakout: HDFC Bank, Patanjali Foods among 9 stocks that closed above their 200 DMAs",29-06-2023 22:01,30-06-2023 06:06
"Stocks to Watch: HDFC Bank, Patanjali Foods, Tata Steel, Axis Bank, Natco Pharma, and Others",,30-06-2023 03:55
"Stocks in news: Kalyan Jewellers, Tata Steel, PNB Housing Finance, HDFC Bank, ZEE",29-06-2023 21:15,30-06-2023 03:55
Insurance buyers are looking at long-term guarantee over tax: Vibha Padalkar,,30-06-2023 01:53
HDFC seeks RBI permission to classify some bonds under the infra category,29-06-2023 11:33,02-02-2024 00:00
"Reliance’s M-Cap Soars Most, TCS’ Wealth Takes Biggest Hit, Banking Pack Follows",,02-02-2024 00:00
Mcap of 6 of top-10 most valued firms climbs over Rs 1.13 lakh cr; Reliance biggest winner,29-06-2023 07:01,30-06-2023 03:55
HDFC Bank-HDFC Merger: RBI issues clarification on HDFC Bank's commercial liabilities,,30-06-2023 03:55
"Latest bank locker charges of HDFC Bank, ICICI Bank, SBI, Yes Bank, Canara Bank",29-06-2023 05:23,30-06-2023 01:53
"MFs may have to offload ₹4,500 cr of HDFC Bank shares post merger",,30-06-2023 01:53
"Passive breach in HDFC-HDFC Bank: MFs to offload Rs 5,000 crore shares",29-06-2023 00:39,30-06-2023 01:01
Bernstein maintains HDFC Bank at 'outperform' with a price target of INR2300.00,,30-06-2023 01:01
"Sebi may not waive holdings rule for MFs post HDFC Bank, HDFC merger",28-06-2023 12:15,29-06-2023 23:46
Mutual funds may not get holdings waiver post HDFC Bank-HDFC merger: Report,,29-06-2023 23:46
MFs may not get holdings waiver post HDFC Bank-HDFC merger: Report,28-06-2023 11:15,29-06-2023 23:37
Reliance Industries tops India Inc in Forbes Global 2000 list for 2023,,29-06-2023 23:37
D-Street feels HDFC merger will not impact profitability,28-06-2023 08:45,29-06-2023 22:45
IRDAI licences Go Digit Life Insurance to commence business,,29-06-2023 22:45
"Axis Bank Hits Record High, IndusInd Bank at 52-Wk High, Lead Nifty Bank Pack",28-06-2023 03:11,29-06-2023 22:01
"Big Boys Club: TCS’ M-Cap Erodes Most, Reliance Adds Rs 18,233 Crore Wealth",,29-06-2023 22:01
Best NRE FD interest rates: HDFC Bank vs ICICI Bank vs Yes Bank vs SBI,28-06-2023 02:54,29-06-2023 21:15
HDFC-HDFC Bank merger: HDFC Bank to keep home loans as focus of growth strategy post-merger,,29-06-2023 21:15
HDFC Bank to keep home loans as focus of growth strategy post merger - sources,28-06-2023 02:05,29-06-2023 11:33
HDFC May Tap Arvind Kapil For Mammoth Mortgage Business Post Merger,,29-06-2023 11:33
"Axis Bank Hits New 52-Week High, Stock Outperforms Peers and Nifty Bank",28-06-2023 02:00,29-06-2023 07:01
"Sensex and Nifty Close Flat; Nelco Soars 14%, Ultratech Climbs 3%; IT Sector Lags",,29-06-2023 07:01
Microfinance grows by nearly 10 times in 10 years to cross Rs 5L-crore mark,28-06-2023 01:01,29-06-2023 05:23
"Are HDFC Bank special FDs offering 7.25% interest really special? For just 5 months more, there could be better options",,29-06-2023 05:23
'Super toxic culture': Netizens call for introspection of sales practices after HDFC Bank exec's yelling video goes viral,27-06-2023 23:24,29-06-2023 00:39
JPMorgan Collaborates With Indian Banks to Incorporate Blockchain,,29-06-2023 00:39
HDFC Bank suspends senior executive over video of his unruly behaviour,27-06-2023 23:07,28-06-2023 12:15
HDFC Bank Employee's Viral Video Leads To Suspension Over Online Meeting Abuse,,28-06-2023 12:15
Viral video shows HDFC Bank executive abusing colleagues over targets; lender takes action,27-06-2023 22:00,28-06-2023 11:15
"HDFC Bank, Kotak Mahindra Bank services to be impacted on THESE days in June; check details",,28-06-2023 11:15
HDFC Bank Introduces Millennia Credit Card: Know What It Offers,27-06-2023 20:08,28-06-2023 08:45
"Big Boys Club Update: Reliance Takes Biggest Hit to M-Cap, ICICI Bank Follows",,28-06-2023 08:45
"Mcap: 7 of top-10 most-valued firms erodes by ₹65,656 crore; Reliance biggest laggard",27-06-2023 19:00,28-06-2023 03:11
These HDFC Bank services will not be available on these days due to scheduled downtime,,28-06-2023 03:11
"Bears Prevail As Nifty Snaps 4-Day Winning Streak, Sensex Sheds 505 Points",27-06-2023 12:22,28-06-2023 02:54
MFs may not get holdings waiver post HDFC Bank-HDFC merger: Report,,28-06-2023 02:54
Reliance Industries tops India Inc in Forbes Global 2000 list for 2023,27-06-2023 10:54,28-06-2023 02:05
